FDID,inc_date,inc_number,address,total_lost,total_acres_burned,equipment_involved_in_ignition,total_injuries,total_deaths,year
44065, 07/11/2017,1717214,4910  CHERRYVALE AVE Soquel 95073,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
4035, 07/11/2017,11194,00000566 E HAMILTON RD BGS 95917,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
10555, 07/13/2017,10017,7944 N Academy AVE CLOVIS 93619,0.0,2.0,211 - Electrical power (utility) line.,0,0,2017
20010, 07/14/2017,14329,00000100  WESTBERRY  MADERA_CITY 93637,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
48030, 07/14/2017,0000268,  Grizzly Island RD Fairfield 94533,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
40555, 07/16/2017,8110,00012820  CHIMNEY ROCK RD SLO_CO 93446,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
33555, 07/16/2017,87720,00027498  AVENIDA DEL ORO  TEM 92590,0.0,0.25,211 - Electrical power (utility) line.,0,0,2017
10555, 07/17/2017,10238,00035500  OIL CITY RD COALINGA 93210,0.0,1.4,211 - Electrical power (utility) line.,0,0,2017
48555, 07/17/2017,6716,  Cement Hill rd  FAIRFIELD_CITY 94533,0.0,10.88,211 - Electrical power (utility) line.,0,0,2017
5030, 07/18/2017,334,2360  Marks Ranch RD Angels Camp (corpora 95222,0.0,4.0,211 - Electrical power (utility) line.,0,0,2017
54050, 07/18/2017,6752,24653  R164 RD Farmersville 93223,200.0,0.0,211 - Electrical power (utility) line.,0,0,2017
19555, 07/18/2017,0212557,25161  RYE CANYON  SANTA CLARITA 000000000,23.0,0.21,211 - Electrical power (utility) line.,0,0,2017
10555, 07/18/2017,10308,00047556  BUCK CANYON RD PINEHURST 93641,500.0,0.5,211 - Electrical power (utility) line.,0,0,2017
45555, 07/19/2017,7241,14610  Oak Run RD OAKRUN 96069,0.0,19.4,211 - Electrical power (utility) line.,0,0,2017
23555, 07/19/2017,8465,18584  OLD COAST HWY FORT_BRAGG 95437,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
27025, 07/20/2017,1969,  Hall RD Royal Oaks 95076,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
56025, 07/20/2017,0059766,127 N Dunning ST Ventura 93003,2.0,0.1,211 - Electrical power (utility) line.,0,0,2017
5555, 07/20/2017,8621,  HUNT RD MILTON 95230,1000.0,18.0,211 - Electrical power (utility) line.,0,0,2017
12555, 07/22/2017,6364,  Titlow Hill RD Willow Creek 95573,0.0,0.8,211 - Electrical power (utility) line.,0,0,2017
45555, 07/23/2017,7412,22670  Old Alturas RD BELLAVISTA 96008,0.0,0.25,211 - Electrical power (utility) line.,0,0,2017
49200, 07/25/2017,0002938,4399  WARM SPRINGS RD GLEN ELLEN 95442,0.0,4.0,211 - Electrical power (utility) line.,0,0,2017
49555, 07/25/2017,7014,4345  WARM SPRINGS RD GLEN_ELLEN 95442,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
40555, 07/28/2017,8621,41.452  Villa Creek RD SLO_CO 93430,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
45555, 07/29/2017,7645,  Volta Powerhouse road  SHINGLETOWN 96088,1000.0,5.0,211 - Electrical power (utility) line.,0,0,2017
30005, 07/29/2017,1722286,1039 N PACIFICENTER  Anaheim 92806,2.0,0.0,211 - Electrical power (utility) line.,0,0,2017
40555, 07/29/2017,8673,10005  Salinas RD SLO-CO 93422,1000.0,0.5,211 - Electrical power (utility) line.,0,0,2017
44070, 07/29/2017,0018684,  S NAVARRA DR Scotts Valley 95066,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
53555, 07/31/2017,7722,  299 West  LEWISTON 96052,0.0,4.0,211 - Electrical power (utility) line.,0,0,2017
15010, 07/31/2017,1730003,  Petroleum club RD Taft 93268,2.0,0.25,211 - Electrical power (utility) line.,0,0,2017
31555, 07/31/2017,20008,00004921  AUBURN FOLSOM RD SOUTH_PLACER_FD1 95650,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
23080, 08/02/2017,1700582,810  Ford RD Ukiah 95482,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
15555, 08/05/2017,1730649,  LOST HILLS RD MC KITTRICK 93251,2.0,0.1,211 - Electrical power (utility) line.,0,0,2017
20010, 08/05/2017,15964,00001100 N GRANADA DR MADERA_CITY 93637,1000.0,1.0,211 - Electrical power (utility) line.,0,0,2017
27555, 08/06/2017,4112,00000655  HWY 68 HWY Salinas 93908,10.0,0.01,211 - Electrical power (utility) line.,0,0,2017
27555, 08/07/2017,4135,00075754  Portuguese Canyon RD San Miguel 93451,1500.0,82.0,211 - Electrical power (utility) line.,0,0,2017
43080, 08/07/2017,2190056,1305  MIRAVALLE AV LOS ALTOS 94024,30.0,0.01,211 - Electrical power (utility) line.,0,0,2017
15010, 08/08/2017,1731244,  HONOLULU RD KERN COUNTY 93268,2.0,3.44,211 - Electrical power (utility) line.,0,0,2017
34090, 08/11/2017,0126632,3561  West WY Sacramento 95821,4000.0,0.01,211 - Electrical power (utility) line.,0,0,2017
15555, 08/11/2017,1731661,    Lebec 93243,2.0,1.8,211 - Electrical power (utility) line.,0,0,2017
10032, 08/12/2017,11690,00005255 S ARMSTRONG  FRESNO 93625,0.0,0.02,211 - Electrical power (utility) line.,0,0,2017
19555, 08/12/2017,0239987,20469  RANCHO LA FLORESTA  COVINA CNTY 000000000,85.0,1.5,211 - Electrical power (utility) line.,0,0,2017
41120, 08/13/2017,7312,  MONARCH DR Brisbane 94005,5000.0,3.0,211 - Electrical power (utility) line.,0,0,2017
33555, 08/14/2017,100198,00010500  MIAS CANYON RD BAN 92220,0.0,600.0,211 - Electrical power (utility) line.,0,0,2017
7035, 08/14/2017,0006236,    SAN RAMON 94582,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
44555, 08/15/2017,6144,13575  Empire Grade  BONNY_DOON 95060,0.0,0.17,211 - Electrical power (utility) line.,0,0,2017
15555, 08/15/2017,1732177,    Fellows 93224,2.0,0.53,211 - Electrical power (utility) line.,0,0,2017
35020, 08/16/2017,1703129,  BOLSA RD San Benito 95043,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
29050, 08/17/2017,021642,14618  Tyler Foote RD Nevada City 959599595,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
33065, 08/17/2017,0803286,2724  Junipero AV PALM SPRINGS 92262,5000.0,0.01,211 - Electrical power (utility) line.,0,0,2017
53555, 08/19/2017,8503,961  Nelson RD HAYFORK 96041,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
27555, 08/20/2017,4341,00072506  Lake Nacimiento DR BRADLEY 93426,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
4010, 08/21/2017,8185,1294  HUMBOLDT AVE  CHICO 95928,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
33075, 08/21/2017,0024366,7650  FERN AVE RIVERSIDE 92501,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
34090, 08/22/2017,0132489,  Florin RD Florin 95828,0.0,0.2,211 - Electrical power (utility) line.,0,0,2017
5060, 08/24/2017,259,700  Deer ln  Wilseyville 95257,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
5555, 08/24/2017,10194,700  DEER LN WILSEYVILLE 95255,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
27555, 08/24/2017,4414,00066575  SARGEANT CANYON RD SAN_ARDO 93451,0.0,1.75,211 - Electrical power (utility) line.,0,0,2017
15555, 08/25/2017,1733701,     ,5001.0,0.1,211 - Electrical power (utility) line.,0,0,2017
24035, 08/27/2017,17553,00019706  3RD  STEVENSON 95374,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
34090, 08/28/2017,0136012,6416  Stanley AV Carmichael 95608,2.0,0.01,211 - Electrical power (utility) line.,0,0,2017
3555, 08/28/2017,25274,00014283  JIBBOOM ST FIDDLETOWN 95629,0.0,1.6,211 - Electrical power (utility) line.,0,0,2017
28555, 08/28/2017,8332,00002424  BARNETT RD POPE_VALLEY 94574,100000.0,0.78,211 - Electrical power (utility) line.,0,0,2017
12555, 08/29/2017,7558,  Old Harris RD ALDERPOINT 95411,0.0,8.34,211 - Electrical power (utility) line.,0,0,2017
45555, 08/30/2017,8896,11722  EAST STILLWATER WAY Redding 96003,0.0,100.0,211 - Electrical power (utility) line.,0,0,2017
40555, 08/31/2017,9891,00009000  VINEYARD RANCH WAY SLO_CO 93446,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
33075, 08/31/2017,0025371,3715  JEFFERSON  RIVERSIDE 92501,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
33065, 09/01/2017,0900087,624  Cameo DR PALM SPRINGS 92262,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
33555, 09/01/2017,107942,00013100  El Sobrante RD HOMG 92503,1000.0,1.0,211 - Electrical power (utility) line.,0,0,2017
43045, 09/01/2017,6511,  Hale  N_MORGAN_HILL_SCC 95037,200.0,0.25,211 - Electrical power (utility) line.,0,0,2017
15555, 09/02/2017,1734902,  On Abajo AVE KERN COUNTY 93561,2.0,0.05,211 - Electrical power (utility) line.,0,0,2017
33054, 09/03/2017,109199,00024667  FIR  MOVA 92553,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
20555, 09/03/2017,18115,00058425  Road 225 RD NORTH_FORK 93643,2055000.0,1037.0,211 - Electrical power (utility) line.,0,0,2017
4555, 09/04/2017,14038,  Cohasset rd  COHASSET 95969,0.0,5.0,211 - Electrical power (utility) line.,0,0,2017
28555, 09/05/2017,8739,00002294  MONTICELLO RD NAPA 94558,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
41555, 09/06/2017,6734,00000158  BURNS VALLEY RD LOMA_MAR 94021,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
27555, 09/09/2017,4775,1311  Old Stage Rd.  MC_REGIONAL 93908,1.0,0.08,211 - Electrical power (utility) line.,0,0,2017
33051, 09/09/2017,111885,00026534  SUN CITY  MENI 92584,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
31555, 09/11/2017,23955,00005540  VIRGINIATOWN RD PCF_FOWLER 95648,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
43555, 09/11/2017,6753,7640  Whitehurst RD HECKER_PASS_SCC 95020,0.0,0.12,211 - Electrical power (utility) line.,0,0,2017
12555, 09/14/2017,8110,9400  dryerville loopd  FRUITLAND_RIDGE 95554,0.0,0.08,211 - Electrical power (utility) line.,0,0,2017
10410, 09/15/2017,8309, N Derek AVE Coalinga 93210,0.0,2.0,211 - Electrical power (utility) line.,0,0,2017
4555, 09/15/2017,14634,00012000  ANDY MT RD JARBO_GAP 95965,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
34090, 09/15/2017,0146079,  Woodring DR Rancho Cordova 95742,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
21105, 09/18/2017,02749,  Sir Francis Drake  Point Reyes Station 94956,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
20555, 09/18/2017,19222,00027188  RD 29 RD MADERA_ACRES 93610,16905.0,483.0,211 - Electrical power (utility) line.,0,0,2017
1008, 09/18/2017,1731092,12050  ALTAMONT PASS RD LIVERMORE 94550,0.0,0.2,211 - Electrical power (utility) line.,0,0,2017
24555, 09/20/2017,19347,  Arburua RD Los Banos 93635,9000.0,48.0,211 - Electrical power (utility) line.,0,0,2017
33030, 09/21/2017,116995,00012000 N INDIAN CANYON DR DHSP 92240,0.0,3.0,211 - Electrical power (utility) line.,0,0,2017
33075, 09/22/2017,0027608,  GRAND AVE RIVERSIDE 92501,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
49555, 09/24/2017,9480,00002715  JOY RD OCCIDENTAL 95465,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
27025, 09/25/2017,2592,1873  ELKHORN RD Castroville 95012,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
15555, 09/25/2017,1738424,  CYMRIC RD KERN COUNTY 93251,2.0,0.71,211 - Electrical power (utility) line.,0,0,2017
33090, 09/25/2017,118488,00026644  FRANKLIN  GREEN ACRES 92596,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
37555, 09/27/2017,20966,00017115  SKYLINE TRUCK TRL LAWSON_VALLEY 91935,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
19075, 09/30/2017,1714469,3010  COUNTRY CLUB DR Glendale 91208,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
39065, 10/01/2017,7035909,916 N BROADWAY AV STOCKTON 95202,0.0,0.25,211 - Electrical power (utility) line.,0,0,2017
24035, 10/02/2017,20177,3058  BEACHWOOD DR Atwater 95301,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
48030, 10/02/2017,0000392,    Fairfield 94533,4000.0,2.0,211 - Electrical power (utility) line.,0,0,2017
15555, 10/02/2017,1739424,  Quail RD Oildale 93308,2.0,0.7,211 - Electrical power (utility) line.,0,0,2017
54050, 10/03/2017,9408,304 W ELLSWORTH AVE Pixley 93256,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
34090, 10/04/2017,0156220,  Douglas RD Rancho Cordova 95742,0.0,26.0,211 - Electrical power (utility) line.,0,0,2017
5555, 10/04/2017,11957,  WADE LN BURSON 95225,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
21055, 10/06/2017,04711,100  POSADA DEL SOL  Novato 94947,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
56010, 10/06/2017,0083937,243 W ROBERT AVE OXNARD 93030,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
58025, 10/08/2017,769,3900  Spenceville RD Wheatland 95692,0.0,4.0,211 - Electrical power (utility) line.,0,0,2017
29050, 10/08/2017,026268,  State Hwy 49  North San Juan 959609596,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
44555, 10/08/2017,7528,24371  GLENWOOD DR Los Gatos 95033,0.0,1.0,211 - Electrical power (utility) line.,0,0,2017
17555, 10/08/2017,10084,00014752  HWY 175  COBB 95426,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
49555, 10/08/2017,10050,8555  Sonoma Highway HWY KENWOOD 95452,6000000.0,3700.0,211 - Electrical power (utility) line.,0,0,2017
49555, 10/08/2017,10049,1210  Nuns Canyon Road RD Glen Ellen 95442,2.0,44573.0,211 - Electrical power (utility) line.,0,3,2017
28555, 10/08/2017,10046,00004375  ATLAS PEAK RD NAPA_CITY 94558,0.0,51624.0,211 - Electrical power (utility) line.,0,6,2017
15555, 10/08/2017,1740317,  ROUND MOUNTAIN RD KERN COUNTY 93308,2601.0,202.0,211 - Electrical power (utility) line.,0,0,2017
4030, 10/08/2017,15932,00000093  ROE RD PRA 95969,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
58555, 10/08/2017,26269,13916  Cascade WAY Browns Valley 95918,50000000.0,9989.0,211 - Electrical power (utility) line.,0,4,2017
12555, 10/08/2017,8828,301  Greenhill LN BLUE_LAKE 95525,0.0,12.3,211 - Electrical power (utility) line.,0,0,2017
49555, 10/08/2017,10487,00000995  MAACAMA LN Healdsburg 95448,850000.0,89.0,211 - Electrical power (utility) line.,0,0,2017
4555, 10/08/2017,15885,4077  Easy Live RD CONCOW 95965,0.0,0.36,211 - Electrical power (utility) line.,0,0,2017
28555, 10/08/2017,10051,1721  Partrick RD NAPA 94559,0.0,8283.0,211 - Electrical power (utility) line.,0,0,2017
23555, 10/08/2017,12169,13801  North Busch Road  Potter Valley 95469,0.0,36523.0,211 - Electrical power (utility) line.,0,9,2017
29555, 10/08/2017,26264,11112  RED DOG RD Nevada City 95959,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
4555, 10/08/2017,15933,00003401  CHEROKEE RD CHEROKEE 95965,1842855.0,8500.0,211 - Electrical power (utility) line.,0,0,2017
28555, 10/08/2017,10045,1128  Bennett Lane LN Calistoga 94515,0.0,36807.0,211 - Electrical power (utility) line.,0,22,2017
19105, 10/09/2017,946,20601 W NORTHRIDGE RD CHATSWORTH 91311,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
17555, 10/09/2017,10084,00014752  HWY 175  COBB 95426,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
15555, 10/09/2017,1740411,  MIDWAY RD KERN COUNTY 93268,3100.0,0.25,211 - Electrical power (utility) line.,0,0,2017
29555, 10/09/2017,26279,11228  McCourtney RD Grass Valley 95949,40000000.0,76.0,211 - Electrical power (utility) line.,0,0,2017
17555, 10/09/2017,10055,1350  SULPHUR BANK RD CLEARLAKE_OAKS 95423,35110000.0,2207.0,211 - Electrical power (utility) line.,0,0,2017
49555, 10/09/2017,10057,22000  Pocket Ranch RD Geyserville 95441,3500000.0,17357.0,211 - Electrical power (utility) line.,0,0,2017
5555, 10/09/2017,12170,00022776  HWY 26 HWY WEST_POINT 95255,0.0,130.0,211 - Electrical power (utility) line.,0,0,2017
54050, 10/10/2017,9657,30800  JUNIPER RD Goshen (Goshen Junct 93227,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
28555, 10/10/2017,10118,00004169  HEITZ  CALISTOGA_SOUTH 94574,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
44070, 10/13/2017,0025410,700  BEAN CREEK RD Scotts Valley 95066,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
44070, 10/13/2017,0025432,700  BEAN CREEK RD Scotts Valley 95066,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
20015, 10/13/2017,21003,00012000  HWY 99  MADERA 93636,4000.0,0.25,211 - Electrical power (utility) line.,0,0,2017
15010, 10/14/2017,1741204,     ,2.0,3.0,211 - Electrical power (utility) line.,0,0,2017
27555, 10/16/2017,5470,3200  lopez  pebble beach 93953,0.0,0.12,211 - Electrical power (utility) line.,0,0,2017
33555, 10/16/2017,127518,00003512  COUNTRY VILLAGE RD JRPV 91752,0.0,3.0,211 - Electrical power (utility) line.,0,0,2017
54050, 10/17/2017,9910,312  PEACH DR Exeter 93221,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
15555, 10/17/2017,1741588,1897 N LINCOLN ST KERN COUNTY 93268,2.0,0.01,211 - Electrical power (utility) line.,0,0,2017
1008, 10/17/2017,1734617,  TASSAJARA RD  DUBLIN 94568,0.0,120.0,211 - Electrical power (utility) line.,0,0,2017
40555, 10/20/2017,11961,  Soda Lake Road  SLO_CO 93453,600.0,21.0,211 - Electrical power (utility) line.,0,0,2017
57555, 10/23/2017,10601,Powerpol NE County Road 85 RD DUNNIGAN 95937,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
56025, 10/24/2017,0090933,102 N Kalorama ST Ventura 93001,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
15010, 10/28/2017,1743309,  RANCHO RD KERN COUNTY 93203,2.0,0.9,211 - Electrical power (utility) line.,0,0,2017
10555, 10/29/2017,16047,  HWY 269  Avenal 93204,0.0,3.8,211 - Electrical power (utility) line.,0,0,2017
15010, 10/30/2017,1743553,13854  PALM AV WASCO 93280,2.0,0.1,211 - Electrical power (utility) line.,0,0,2017
15555, 11/01/2017,1743798,2400  MOCAL RD JNO  FELLOWS 93265,2.0,0.05,211 - Electrical power (utility) line.,0,0,2017
29050, 11/05/2017,028524,11438  Birchville RD Nevada City 959599595,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
29555, 11/05/2017,28524,  BIRCHVILLE RD NORTH_SAN_JUAN_FD 95959,0.0,0.9,211 - Electrical power (utility) line.,0,0,2017
15555, 11/05/2017,1744451,34791  LERDO HWY Bakersfield 93308,2.0,2.0,211 - Electrical power (utility) line.,0,0,2017
33018, 11/09/2017,1101867,34603  Plumley RD CATHEDRAL CITY 92234,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
40555, 11/11/2017,12781,00004960  HUASNA TOWNSITE RD Arroyo Grande 93420,0.0,0.25,211 - Electrical power (utility) line.,0,0,2017
15010, 11/16/2017,1745915,  Skyline RD Tupman 93276,2.0,4.03,211 - Electrical power (utility) line.,0,0,2017
43555, 11/19/2017,8510,  8500 Hwy 152 HWY PACHECO_PASS 95023,0.0,100.0,211 - Electrical power (utility) line.,0,0,2017
15555, 11/20/2017,1746537,  Tortilla Flat RD Oildale 93308,1001.0,1.7,211 - Electrical power (utility) line.,0,0,2017
56555, 11/23/2017,41730,1800  SCHOOL CANYON Rd Ventura (County) 93001,0.0,5.0,211 - Electrical power (utility) line.,0,0,2017
19555, 11/27/2017,0354412,  OAK CANYON  HASLEY CANYON 000000000,185.0,2.0,211 - Electrical power (utility) line.,0,0,2017
15010, 12/01/2017,1748026,  46 HWY KERN COUNTY 93249,2.0,1.9,211 - Electrical power (utility) line.,0,0,2017
40080, 12/08/2017,13868,00005444  RIGHETTI RD SLO_CO 93401,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
33555, 12/12/2017,153393,00028266  RED GUM DR LELS 92532,300.0,0.1,211 - Electrical power (utility) line.,0,0,2017
40050, 12/13/2017,0003611,  Creston RD Paso Robles 93446,0.0,0.0,211 - Electrical power (utility) line.,0,0,2017
20015, 12/14/2017,25457,00014501  HWY 152  CHOWCHILLA 93610,0.0,0.5,211 - Electrical power (utility) line.,0,0,2017
44095, 12/16/2017,9242,00000020  SAN ANDREAS RD WATSONVILLE_UNINC_ 95076,0.0,0.1,211 - Electrical power (utility) line.,0,0,2017
17555, 12/16/2017,12432,11006  GIFFORD SPRINGS RD COBB 95426,0.0,0.49,211 - Electrical power (utility) line.,0,0,2017
43080, 12/16/2017,3500047,  HY 17  LOS GATOS 95033,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
15555, 12/19/2017,1750634,    McKittrick 93251,2.0,0.5,211 - Electrical power (utility) line.,0,0,2017
40555, 12/20/2017,14336,  Highway 1 HWY Cambria 93452,1200.0,6.5,211 - Electrical power (utility) line.,0,0,2017
24035, 12/27/2017,26414,00002000  TAHOE ST CASTLE 95301,0.0,0.01,211 - Electrical power (utility) line.,0,0,2017
55555, 01/20/2018,806,00014980  CAMAGE  TUOLUMNE_COUNTY 95370,0.0,0.1,211 - Electrical power (utility) line.,0,0,2018
4035, 02/06/2018,1984,00012000  JORDAN HILL RD CONCOW 95965,0.0,0.1,211 - Electrical power (utility) line.,0,0,2018
15555, 02/14/2018,1806347,     ,1001.0,2.75,211 - Electrical power (utility) line.,0,0,2018
19200, 02/19/2018,0002186,5315  BINDEWALD RD TORRANCE 90505,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
33115, 02/20/2018,24615,00033200  DE PORTOLA RD TEM 92592,0.0,0.25,211 - Electrical power (utility) line.,0,0,2018
10032, 03/01/2018,3085,4170 S Fowler AVE FRESNO 93725,500.0,0.1,211 - Electrical power (utility) line.,0,0,2018
15555, 03/06/2018,1809212,  Oilfield Road  OIL 93308,2.0,0.01,211 - Electrical power (utility) line.,0,0,2018
15555, 03/09/2018,1809649,  HWY 58  Mckittrick 93251,2.0,1.0,211 - Electrical power (utility) line.,0,0,2018
15010, 03/14/2018,1810333,    Fellows 93224,2.0,0.01,211 - Electrical power (utility) line.,0,0,2018
16015, 03/30/2018,001146,  KENT AVE Kings (County) 93230,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
48555, 04/02/2018,3659,00004144  EUCALYPTUS LN Winters 95694,0.0,0.1,211 - Electrical power (utility) line.,0,0,2018
16015, 04/06/2018,001235,  NEVADA AVE Kings (County) 93230,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
19075, 04/10/2018,1805598,2227  HOLLISTER TER Glendale 91206,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
19105, 04/12/2018,1728,15746 W VANOWEN ST VAN NUYS 91406,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
10555, 04/12/2018,5104,00029010  SHELL RD COALINGA 93210,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
33090, 04/12/2018,47748,92255  Ave 69 AVE MECC 92254,0.0,0.02,211 - Electrical power (utility) line.,0,0,2018
36107, 04/13/2018,5336,00025572  WALKER ST HIGHLAND_CITY 92346,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
33075, 04/22/2018,0011663,10226  GRAMERCY PL RIVERSIDE 92501,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
16015, 04/24/2018,001471,  17TH AVE Lemoore 93245,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
33090, 04/25/2018,53293,00032045  WATER  JUNI 00000,0.0,0.25,211 - Electrical power (utility) line.,0,0,2018
49555, 04/27/2018,5192,00007575  VALLEY FORD RD TWO_ROCK 94952,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
41120, 04/28/2018,3844,180 W HILL DR Brisbane 94005,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
15555, 04/28/2018,1816383,20238  WOODY RD BAKERSFIELD 93308,2.0,0.46,211 - Electrical power (utility) line.,0,0,2018
15555, 04/28/2018,1816382,  Round Mountain RD Bakersfield 93308,2.0,0.55,211 - Electrical power (utility) line.,0,0,2018
16015, 04/29/2018,001552,23261  5TH AVE Corcoran 93212,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
34090, 04/29/2018,0066317,  Bermuda CT Rancho Murieta 95683,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
40080, 04/30/2018,4505,00000555  SANDYDALE DR NIP 93444,400.0,0.01,211 - Electrical power (utility) line.,0,0,2018
19200, 05/02/2018,0005221,  CRENSHAW BLVD TORRANCE 90505,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
20015, 05/02/2018,8714,00010000  RD 24  MADERA 93636,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
15555, 05/03/2018,1817075,  Elk Hills Gate 4  Buttonwillow 93206,2.0,2.5,211 - Electrical power (utility) line.,0,0,2018
34050, 05/05/2018,0000110,  Conley RD Herald 95638,500.0,1.0,211 - Electrical power (utility) line.,0,0,2018
49555, 05/09/2018,5865,SON 42.2  Highway 1 HWY Timber Cove 95450,0.0,1.6,211 - Electrical power (utility) line.,0,0,2018
54555, 05/09/2018,143,00033250  SUCCESS VALLEY DR PORTERVILLE 93257,0.0,4.52,211 - Electrical power (utility) line.,0,0,2018
54050, 05/10/2018,4269,13671  R208 RD Porterville 93257,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
31555, 05/11/2018,11098,00002800  CROSBY HEROLD RD PCF_FOWLER 95648,0.0,0.25,211 - Electrical power (utility) line.,0,0,2018
12555, 05/11/2018,3832,00001481  DYERVILLE LOOP RD WEOTT 95571,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
9555, 05/11/2018,12670,00006641  BACCHI RD COLOMA 95613,0.0,4.0,211 - Electrical power (utility) line.,0,0,2018
15010, 05/14/2018,1818710,12801  EBERLE RD BAKERSFIELD 93313,2.0,0.01,211 - Electrical power (utility) line.,0,0,2018
33055, 05/15/2018,0503222,  Murrieta Hot Springs RD MURRIETA 92562,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
15555, 05/15/2018,1818785,  JAMES RD KC 93308,2.0,0.92,211 - Electrical power (utility) line.,0,0,2018
15555, 05/16/2018,1818983,1546  CHINA GRADE LOOP BAKERSFIELD 93308,501.0,0.1,211 - Electrical power (utility) line.,0,0,2018
16015, 05/19/2018,001822,34318  23RD AVE Stratford 93266,0.0,0.0,211 - Electrical power (utility) line.,0,0,2018
31085, 05/19/2018,1806490,8151  INDUSTRIAL AVE ROSEVILLE 95678,0.0,0.2,211 - Electrical power (utility) line.,0,0,2018
40080, 05/21/2018,5267,00002880  DAVIS CANYON RD SLO_CO 93405,0.0,0.01,211 - Electrical power (utility) line.,0,0,2018
